CompanyId,CompanyCode,CompanyDescription,EmployeeNumber,EmployeeFirstName,EmployeeLastName,EmployeeEmail,EmployeeDepartment,HireDate,ManagerEmployeeNumber
1,Tango,Tango Description,E133283,Valry,De Cleen,vdecleenrc@deviantart.com,Services,12/4/2008,E179269
10,Alpha,Alpha Description,E141040,Jamill,Dobing,jdobingrd@4shared.com,Marketing,2/25/2011,E149093
7,Charlie,Charlie Description,E139550,Gabrila,Krikorian,gkrikorianre@cornell.edu,Legal,10/25/2001,E103144
3,Zulu,Zulu Description,E138261,Gill,Jindrak,gjindrakrf@webeden.co.uk,Marketing,9/30/2004,E100830
3,Zulu,Zulu Description,E129135,Igor,Venn,ivennrg@usda.gov,Human Resources,2/24/2009,E107955
10,Alpha,Alpha Description,E161168,Valene,Otteridge,votteridgerh@abc.net.au,Training,4/24/2008,E112610
5,Whiskey,Whiskey Description,E111839,Winnifred,Bartolomeo,wbartolomeori@imageshack.us,Marketing,,E196582
9,Kilo,Kilo Description,E115221,Glynnis,Sargint,gsargintrj@discuz.net,Human Resources,,E123890
7,Charlie,Charlie Description,E112583,Shurwood,Sloper,ssloperrk@zimbio.com,Training,1/22/2015,
1,Tango,Tango Description,E145360,Billie,Francescoccio,bfrancescocciorl@networkadvertising.org,Legal,2/12/2003,E116668
5,Whiskey,Whiskey Description,E163442,Andros,Tern,aternrm@reuters.com,Training,,
5,Whiskey,Whiskey Description,E105675,Beverie,Gentle,bgentlern@clickbank.net,Services,10/7/2009,E196582
2,Delta,Delta Description,E124590,Faydra,Briscam,fbriscamro@wix.com,Research and Development,10/5/2014,E106050
4,Oscar,Oscar Description,E170289,Aurilia,Mcsarry,amcsarryrp@bandcamp.com,Legal,10/19/2017,E157123
7,Charlie,Charlie Description,E189667,Lyell,Corp,lcorprq@thetimes.co.uk,Research and Development,1/12/2011,E169656
10,Alpha,Alpha Description,E139629,Marilee,Bummfrey,mbummfreyrr@fotki.com,Legal,9/27/2006,E149093
